title,genre,year,vote_count,vote_average,popularity
The Feathered Serpent,Comedy,1948,4,7,0.6921
The Feathered Serpent,Crime,1948,4,7,0.6921
The Feathered Serpent,Mystery,1948,4,7,0.6921
You're Only Young Once,Comedy,1937,2,6,0.14977
You're Only Young Once,Romance,1937,2,6,0.14977
In His Father's Shoes,Drama,1997,0,0,0.48118
In His Father's Shoes,Family,1997,0,0,0.48118
In His Father's Shoes,TV Movie,1997,0,0,0.48118
Jim Norton: Please Be Offended,Comedy,2012,4,7,0.191276
We Were Dancing,Comedy,1942,0,0,0.058922
We Were Dancing,Romance,1942,0,0,0.058922
The Secret of Dr. Kildare,Drama,1939,3,6,1.044495
The Sky Dragon,Adventure,1949,2,8,0.267863
The Sky Dragon,Comedy,1949,2,8,0.267863
The Sky Dragon,Crime,1949,2,8,0.267863
The Man Without a Map,Mystery,1968,5,7,0.425726
The Bride Goes Wild,Comedy,1948,1,6,0.107722
The Bride Goes Wild,Romance,1948,1,6,0.107722
PT 109,Drama,1963,3,6,1.256573
PT 109,War,1963,3,6,1.256573
Noah's Ark,TV Movie,1999,12,3,5.055015
Noah's Ark,Drama,1999,12,3,5.055015
The Lookout,Action,2012,34,5,4.604124
The Lookout,Crime,2012,34,5,4.604124
When A Stranger Calls Back,Horror,1993,16,5,1.224878
When A Stranger Calls Back,Thriller,1993,16,5,1.224878
Mr. Magoo's Christmas Carol,Animation,1962,16,6,0.972587
Mr. Magoo's Christmas Carol,Comedy,1962,16,6,0.972587
Mr. Magoo's Christmas Carol,Family,1962,16,6,0.972587
Ritual,Horror,2012,35,5,2.220049
Ritual,Thriller,2012,35,5,2.220049
Master of the World,Fantasy,1961,19,6,1.826348
Master of the World,Science Fiction,1961,19,6,1.826348
Tooth Fairy 2,Comedy,2012,38,4,2.795621
Tooth Fairy 2,Family,2012,38,4,2.795621
In Name Only,Drama,1939,14,6,0.839403
Love's Kitchen,Drama,2011,20,4,2.397077
Love's Kitchen,Romance,2011,20,4,2.397077
Love's Kitchen,Comedy,2011,20,4,2.397077
"Stay Away, Joe",Action,1968,4,5,0.144382
"Stay Away, Joe",Comedy,1968,4,5,0.144382
"Stay Away, Joe",Drama,1968,4,5,0.144382
"Stay Away, Joe",Music,1968,4,5,0.144382
"Stay Away, Joe",Romance,1968,4,5,0.144382
"Stay Away, Joe",Western,1968,4,5,0.144382
They Call Me Renegade,Action,1987,39,5,2.554632
They Call Me Renegade,Adventure,1987,39,5,2.554632
They Call Me Renegade,Comedy,1987,39,5,2.554632
They Call Me Renegade,Western,1987,39,5,2.554632
The Diary of Anne Frank,Drama,2009,44,7,2.92322
Wishcraft,Horror,2002,8,5,0.623175
Knights,Action,1993,5,5,0.508868
Knights,Adventure,1993,5,5,0.508868
Knights,Science Fiction,1993,5,5,0.508868
The Chatterley Affair,TV Movie,2006,3,2,0.392811
The Chatterley Affair,Drama,2006,3,2,0.392811
The Chatterley Affair,Romance,2006,3,2,0.392811
Fanny Hill,Drama,2007,8,6,0.972227
The Suspicions of Mr. Whicher: The Murder at Road Hill House,Drama,2011,14,5,1.095164
The Suspicions of Mr. Whicher: The Murder at Road Hill House,Mystery,2011,14,5,1.095164
The Suspicions of Mr. Whicher: The Murder at Road Hill House,TV Movie,2011,14,5,1.095164
The Last Wagon,Western,1956,15,5,1.209918
The Philly Kid,Drama,2012,18,4,1.768855
The Philly Kid,Action,2012,18,4,1.768855
Ping Pong Summer,Comedy,2014,16,6,4.572751
Sabretooth,Horror,2002,4,4,0.711905
Sabretooth,Science Fiction,2002,4,4,0.711905
Pride and Prejudice,Drama,1980,14,6,0.073979
Sometimes They Come Back... for More,Horror,1998,15,3,1.927102
Kid Galahad,Comedy,1962,11,5,1.466483
Kid Galahad,Drama,1962,11,5,1.466483
Kid Galahad,Music,1962,11,5,1.466483
The Captains,Documentary,2011,40,6,9.58239
The Captains,Science Fiction,2011,40,6,9.58239
Homeboy,Drama,1988,6,3,1.603891
Merlin's Apprentice,Adventure,2006,10,5,3.381735
Merlin's Apprentice,Fantasy,2006,10,5,3.381735
The Siege of Firebase Gloria,Action,1989,17,5,1.683509
The Siege of Firebase Gloria,Drama,1989,17,5,1.683509
The Siege of Firebase Gloria,War,1989,17,5,1.683509
The Bumblebee Flies Anyway,Drama,2000,9,5,1.719196
The Bumblebee Flies Anyway,Romance,2000,9,5,1.719196
Oasis of the Zombies,Horror,1982,5,3,1.04865
The Land Before Time VII: The Stone of Cold Fire,Adventure,2000,51,5,3.993298
The Land Before Time VII: The Stone of Cold Fire,Fantasy,2000,51,5,3.993298
The Land Before Time VII: The Stone of Cold Fire,Animation,2000,51,5,3.993298
The Land Before Time VII: The Stone of Cold Fire,Science Fiction,2000,51,5,3.993298
The Land Before Time VII: The Stone of Cold Fire,Family,2000,51,5,3.993298
The Amazing Dr. Clitterhouse,Drama,1938,7,7,1.25249
The Amazing Dr. Clitterhouse,Action,1938,7,7,1.25249
The Amazing Dr. Clitterhouse,Comedy,1938,7,7,1.25249
The Amazing Dr. Clitterhouse,Crime,1938,7,7,1.25249
The Freebie,Drama,2010,8,3,0.588846
The Violent Kind,Horror,2010,12,5,1.45965
Ricky Gervais: Out of England - The Stand-Up Special,Comedy,2008,13,7,1.045271
Man of the East,Comedy,1972,33,6,2.124813
Man of the East,Western,1972,33,6,2.124813
Man of the East,Action,1972,33,6,2.124813
The Desperado Trail,Adventure,1965,29,6,1.975282
The Desperado Trail,Western,1965,29,6,1.975282
Soccer Dog: The Movie,Comedy,1999,2,3,0.111342
Soccer Dog: The Movie,Family,1999,2,3,0.111342
Ice Soldiers,Action,2013,33,3,5.113538
Ice Soldiers,Science Fiction,2013,33,3,5.113538
Maniac,Horror,1934,13,4,0.489892
Wild Cherry,Comedy,2009,16,4,5.689825
The Key,Romance,1983,65,5,21.079551
The Key,Drama,1983,65,5,21.079551
The Roost,Horror,2005,13,5,0.76964
Sonny Boy,Drama,2011,18,6,0.985211
Sonny Boy,Romance,2011,18,6,0.985211
Sonny Boy,War,2011,18,6,0.985211
Vampires: The Turning,Action,2005,8,3,0.918841
Vampires: The Turning,Adventure,2005,8,3,0.918841
Vampires: The Turning,Horror,2005,8,3,0.918841
Siren,Thriller,2010,16,4,1.227119
Siren,Horror,2010,16,4,1.227119
Siren,Action,2010,16,4,1.227119
The Land Before Time IX: Journey to the Big Water,Animation,2002,40,6,3.171563
The Land Before Time IX: Journey to the Big Water,Family,2002,40,6,3.171563
Love n' Dancing,Romance,2009,8,5,1.678404
Love n' Dancing,Drama,2009,8,5,1.678404
Walking Tall: The Payback,Crime,2007,8,5,1.025466
Walking Tall: The Payback,Adventure,2007,8,5,1.025466
Walking Tall: The Payback,Action,2007,8,5,1.025466
The Way West,Action,1967,19,5,2.174215
The Way West,Adventure,1967,19,5,2.174215
The Way West,Drama,1967,19,5,2.174215
The Way West,Western,1967,19,5,2.174215
Shock,Drama,1946,11,5,1.501391
Shock,Horror,1946,11,5,1.501391
Shock,Thriller,1946,11,5,1.501391
Mask Maker,Horror,2010,11,5,0.729668
Thorne: Sleepyhead,Crime,2010,13,6,1.609321
Thorne: Sleepyhead,Drama,2010,13,6,1.609321
Thorne: Sleepyhead,Mystery,2010,13,6,1.609321
Thorne: Sleepyhead,Thriller,2010,13,6,1.609321
La Mission,Drama,2009,12,6,0.827387
Stir of Echoes: The Homecoming,Horror,2007,11,3,0.630496
Stir of Echoes: The Homecoming,Thriller,2007,11,3,0.630496
The Outrage,Drama,1964,8,4,2.610968
The Outrage,Crime,1964,8,4,2.610968
The Outrage,Western,1964,8,4,2.610968
The Canterville Ghost,TV Movie,1996,8,6,1.533726
The Canterville Ghost,Fantasy,1996,8,6,1.533726
The Canterville Ghost,Drama,1996,8,6,1.533726
The Canterville Ghost,Family,1996,8,6,1.533726
Dirkie - Lost in the Desert,Adventure,1969,6,5,0.422408
Dirkie - Lost in the Desert,Drama,1969,6,5,0.422408
Somewhere in Sonora,Action,1933,4,5,0.295744
Somewhere in Sonora,Western,1933,4,5,0.295744
The Sellout,Crime,1952,3,6,0.449885
The Sellout,Drama,1952,3,6,0.449885
Let the Good Times Roll,Music,1973,2,4,0.001586
Let the Good Times Roll,Documentary,1973,2,4,0.001586
The Vanishing American,Western,1925,0,0,0.256579
Mandela,Documentary,1996,7,6,1.183739
Mandela,History,1996,7,6,1.183739
TekWar: TekJustice,Science Fiction,1994,1,6,0.324203
Thunder Birds,Drama,1942,0,0,0.079019
Thunder Birds,Romance,1942,0,0,0.079019
Thunder Birds,War,1942,0,0,0.079019
Murder Is My Beat,Crime,1955,3,6,0.164274
Sam Peckinpah's West: Legacy of a Hollywood Renegade,Documentary,2004,1,6,0.853458
The White Sister,Drama,1923,3,7,0.158491
The Naughty Flirt,Comedy,1931,0,0,0.024511
The Naughty Flirt,Drama,1931,0,0,0.024511
The Naughty Flirt,Romance,1931,0,0,0.024511
The Law and Jake Wade,Action,1958,10,6,5.106816
The Law and Jake Wade,Western,1958,10,6,5.106816
Without Men,Comedy,2011,8,4,0.915353
Without Men,Romance,2011,8,4,0.915353
Two Times Lotte,Family,1950,6,5,1.42614
Two Times Lotte,Comedy,1950,6,5,1.42614
The Land Before Time VIII: The Big Freeze,Adventure,2001,41,5,4.050424
The Land Before Time VIII: The Big Freeze,Animation,2001,41,5,4.050424
The Land Before Time VIII: The Big Freeze,Family,2001,41,5,4.050424
War of the Colossal Beast,Science Fiction,1958,9,4,0.217456
War of the Colossal Beast,Horror,1958,9,4,0.217456
Who's Minding the Store?,Comedy,1963,20,6,1.925571
Who's Minding the Store?,Romance,1963,20,6,1.925571
The Six Million Dollar Man,Science Fiction,1973,16,5,1.418486
The Six Million Dollar Man,Adventure,1973,16,5,1.418486
The Love Letter,Comedy,1998,4,5,0.861656
The Love Letter,Drama,1998,4,5,0.861656
The Love Letter,Fantasy,1998,4,5,0.861656
The Love Letter,Romance,1998,4,5,0.861656
The Land Before Time X: The Great Longneck Migration,Adventure,2003,44,6,4.212417
The Land Before Time X: The Great Longneck Migration,Animation,2003,44,6,4.212417
The Land Before Time X: The Great Longneck Migration,Family,2003,44,6,4.212417
The Deadly Bees,Horror,1966,6,5,0.688748
The Deadly Bees,Foreign,1966,6,5,0.688748
The Deadly Bees,Thriller,1966,6,5,0.688748
The Deadly Bees,Mystery,1966,6,5,0.688748
They Came from Beyond Space,Science Fiction,1967,9,6,1.27689
They Came from Beyond Space,Horror,1967,9,6,1.27689
"Mumsy, Nanny, Sonny & Girly",Crime,1970,9,5,0.90314
"Mumsy, Nanny, Sonny & Girly",Comedy,1970,9,5,0.90314
"Mumsy, Nanny, Sonny & Girly",Horror,1970,9,5,0.90314
Tales That Witness Madness,Horror,1973,8,6,0.682072
Tales That Witness Madness,Comedy,1973,8,6,0.682072
Tales That Witness Madness,Science Fiction,1973,8,6,0.682072
Tales That Witness Madness,Mystery,1973,8,6,0.682072
Tales That Witness Madness,Foreign,1973,8,6,0.682072
Son of Dracula,Comedy,1974,3,2,0.415277
Son of Dracula,Horror,1974,3,2,0.415277
Son of Dracula,Music,1974,3,2,0.415277
Craze,Horror,1974,6,5,0.344707
Craze,Crime,1974,6,5,0.344707
The Ghoul,Horror,1975,14,5,1.148474
The Ghoul,Thriller,1975,14,5,1.148474
Dark Tower,Horror,1989,1,3,0.881779
Dark Tower,Thriller,1989,1,3,0.881779
Holy Water,Comedy,2009,15,5,0.743612
Supernova,Science Fiction,2005,14,3,6.416966
Supernova,Action,2005,14,3,6.416966
Supernova,Drama,2005,14,3,6.416966
Kissin' Cousins,Comedy,1964,9,5,2.377285
Kissin' Cousins,Music,1964,9,5,2.377285
Kissin' Cousins,Romance,1964,9,5,2.377285
Student Services,Drama,2010,50,4,3.732023
JLA Adventures: Trapped in Time,Family,2014,60,5,4.217098
JLA Adventures: Trapped in Time,Animation,2014,60,5,4.217098
JLA Adventures: Trapped in Time,Action,2014,60,5,4.217098
JLA Adventures: Trapped in Time,Science Fiction,2014,60,5,4.217098
Joy Ride 3,Thriller,2014,53,4,2.681592
Inside Out,Drama,2011,14,4,2.257677
Inside Out,Crime,2011,14,4,2.257677
The Karate Dog,Action,2004,10,3,0.742452
The Karate Dog,Adventure,2004,10,3,0.742452
The Karate Dog,Comedy,2004,10,3,0.742452
The Karate Dog,Crime,2004,10,3,0.742452
The Karate Dog,Family,2004,10,3,0.742452
Since You've Been Gone,TV Movie,1998,10,4,0.75038
Since You've Been Gone,Comedy,1998,10,4,0.75038
Since You've Been Gone,Romance,1998,10,4,0.75038
Peter and Vandy,Drama,2009,8,6,0.892007
Peter and Vandy,Comedy,2009,8,6,0.892007
Peter and Vandy,Romance,2009,8,6,0.892007
Hercules and the Amazon Women,Action,1994,23,5,1.703566
Hercules and the Amazon Women,Adventure,1994,23,5,1.703566
Hercules and the Amazon Women,Fantasy,1994,23,5,1.703566
Hercules and the Amazon Women,TV Movie,1994,23,5,1.703566
Howling VI: The Freaks,Horror,1991,19,4,2.61499
The Comedians,Drama,1967,9,5,2.86317
Vi hade i alla fall tur med vädret,Comedy,1980,7,6,1.134897
Tomorrow You're Gone,Thriller,2012,15,3,3.219988
Wicked Blood,Action,2014,37,5,3.188634
Wicked Blood,Drama,2014,37,5,3.188634
Wicked Blood,Thriller,2014,37,5,3.188634
Killer Pad,Comedy,2008,10,3,4.372474
Killer Pad,Horror,2008,10,3,4.372474
"What Did You Do in the War, Daddy?",Comedy,1966,12,4,1.972935
"What Did You Do in the War, Daddy?",War,1966,12,4,1.972935
Rachel and the Stranger,Adventure,1948,11,5,0.401971
Rachel and the Stranger,Western,1948,11,5,0.401971
The Indian Fighter,Action,1955,11,5,3.022988
The Indian Fighter,Adventure,1955,11,5,3.022988
The Indian Fighter,Drama,1955,11,5,3.022988
The Indian Fighter,Western,1955,11,5,3.022988
"Little Fish, Strange Pond",Drama,2009,4,3,1.511958
"Little Fish, Strange Pond",Crime,2009,4,3,1.511958
"Little Fish, Strange Pond",Comedy,2009,4,3,1.511958
Trading Mom,Comedy,1994,12,5,1.356779
Trading Mom,Family,1994,12,5,1.356779
MVP 2: Most Vertical Primate,Comedy,2001,5,6,1.323182
MVP 2: Most Vertical Primate,Drama,2001,5,6,1.323182
Air Bud: Seventh Inning Fetch,Comedy,2002,34,4,1.757138
Air Bud: Seventh Inning Fetch,Drama,2002,34,4,1.757138
Air Bud: Seventh Inning Fetch,Family,2002,34,4,1.757138
Chestnut: Hero of Central Park,Family,2004,20,6,7.816233
Spymate,Adventure,2006,5,4,0.538422
Spymate,Comedy,2006,5,4,0.538422
Air Buddies,Adventure,2006,50,5,7.775902
Air Buddies,Comedy,2006,50,5,7.775902
Air Buddies,Family,2006,50,5,7.775902
The Search for Santa Paws,Adventure,2010,32,5,3.049589
Spooky Buddies,Comedy,2011,24,4,7.335001
Spooky Buddies,Family,2011,24,4,7.335001
Treasure Buddies,Adventure,2012,19,4,5.470977
Treasure Buddies,Family,2012,19,4,5.470977
Santa Paws 2: The Santa Pups,Family,2012,15,5,2.583829
Super Buddies,Family,2013,31,6,3.306917
Malicious,Drama,1995,7,5,0.608031
Malicious,Thriller,1995,7,5,0.608031
White Tiger,Action,1996,2,6,0.986861
Warlock III: The End of Innocence,Fantasy,1999,15,4,1.920393
Warlock III: The End of Innocence,Horror,1999,15,4,1.920393
The Lost Tribe,Action,2009,12,5,1.391639
The Lost Tribe,Adventure,2009,12,5,1.391639
The Lost Tribe,Drama,2009,12,5,1.391639
The Lost Tribe,Horror,2009,12,5,1.391639
The Lost Tribe,Thriller,2009,12,5,1.391639
Jim Thorpe – All-American,Drama,1951,5,5,0.76582
Guns for San Sebastian,Action,1968,13,6,1.576396
Guns for San Sebastian,Western,1968,13,6,1.576396
Assault of the Party Nerds,Comedy,1989,3,4,0.196902
Assault of the Party Nerds 2,Comedy,1995,0,0,0.007301
Assault of the Party Nerds 2,Thriller,1995,0,0,0.007301
Popstar,Romance,2005,8,2,3.379955
Popstar,Family,2005,8,2,3.379955
Popstar,Comedy,2005,8,2,3.379955
Miracle Dogs Too,Drama,2006,2,5,0.209809
Miracle Dogs Too,Family,2006,2,5,0.209809
InSight,Thriller,2011,12,5,1.323333
InSight,Mystery,2011,12,5,1.323333
InSight,Foreign,2011,12,5,1.323333
Imaginary Friend,Thriller,2012,11,4,7.412679
In the Dark,TV Movie,2013,3,4,0.60312
In the Dark,Thriller,2013,3,4,0.60312
In the Dark,Drama,2013,3,4,0.60312
In the Dark,Mystery,2013,3,4,0.60312
Non-Stop,TV Movie,2013,17,5,1.742471
Non-Stop,Drama,2013,17,5,1.742471
Non-Stop,Mystery,2013,17,5,1.742471
Non-Stop,Thriller,2013,17,5,1.742471
Expecting Amish,TV Movie,2014,7,5,1.031839
Expecting Amish,Drama,2014,7,5,1.031839
Rough Riders,Drama,1997,4,4,0.481577
The Devil's Brother,Comedy,1933,14,6,0.589807
TekWar: TekLab,Science Fiction,1994,3,7,0.444773
TekWar: TekLords,Science Fiction,1994,1,6,0.112734
Musical Chairs,Drama,2012,0,0,0.009322
Musical Chairs,Romance,2012,0,0,0.009322
Night Song,Music,1947,1,6,0.081672
Night Song,Drama,1947,1,6,0.081672
Night Song,Romance,1947,1,6,0.081672
John Loves Mary,Comedy,1949,1,6,0.294897
The Underneath,Horror,2013,3,3,0.775092
The Underneath,Thriller,2013,3,3,0.775092
The Underneath,Science Fiction,2013,3,3,0.775092
The Deep Six,War,1958,2,4,0.71938
The Deep Six,Drama,1958,2,4,0.71938
The Delay,Drama,2012,3,5,0.294455
The Delay,Foreign,2012,3,5,0.294455
The Telegraph Trail,Action,1933,5,4,0.177405
The Telegraph Trail,Western,1933,5,4,0.177405
No Orchids for Miss Blandish,Crime,1948,2,5,0.153413
The Moonlighter,Western,1953,3,4,0.986013
Nervous Ticks,Comedy,1992,0,0,0.932111
Nervous Ticks,Romance,1992,0,0,0.932111
Man of the Moment,Comedy,1955,3,4,0.462887
Oliver Twist,TV Movie,1982,16,6,0.609667
Oliver Twist,Crime,1982,16,6,0.609667
Oliver Twist,Drama,1982,16,6,0.609667
Pretty Devils,Drama,2000,4,4,0.220359
Pretty Devils,Foreign,2000,4,4,0.220359
Pretty Devils,Comedy,2000,4,4,0.220359
The Underworld Story,Drama,1950,5,5,0.765829
Music for Millions,Comedy,1944,1,7,0.577087
Music for Millions,Drama,1944,1,7,0.577087
Music for Millions,Music,1944,1,7,0.577087
My Gal Sal,Comedy,1942,0,0,0.137966
Wild Orchids,Drama,1929,3,6,0.422399
Wild Orchids,Romance,1929,3,6,0.422399
Movers & Shakers,Comedy,1985,2,7,0.087208
The Rainbow Tribe,Drama,2011,4,5,1.108375
The Rainbow Tribe,Family,2011,4,5,1.108375
Nancy Drew... Trouble Shooter,Comedy,1939,3,7,0.270507
Nancy Drew... Trouble Shooter,Mystery,1939,3,7,0.270507
Mosquita y Mari,Drama,2012,10,6,0.789746
The Defector,Action,1966,2,7,0.222979
Graveyard Shift,Thriller,2005,4,5,0.506439
Graveyard Shift,Comedy,2005,4,5,0.506439
Jabberwock Dragon Siege,Action,2011,5,3,1.488831
Jabberwock Dragon Siege,Adventure,2011,5,3,1.488831
Jabberwock Dragon Siege,Fantasy,2011,5,3,1.488831
Sunday Too Far Away,Drama,1975,2,6,0.000308
The Moon and Sixpence,Drama,1942,3,6,0.428483
Nana,Romance,1926,3,8,0.410031
Nana,Drama,1926,3,8,0.410031
Heaven with a Gun,Western,1969,4,4,0.418499
Nancy Drew and the Hidden Staircase,Comedy,1939,4,7,0.153571
Nancy Drew and the Hidden Staircase,Crime,1939,4,7,0.153571
Nancy Drew and the Hidden Staircase,Mystery,1939,4,7,0.153571
Stranded,Action,2002,5,3,1.182768
Stranded,Adventure,2002,5,3,1.182768
Stranded,Science Fiction,2002,5,3,1.182768
Moscow Chill,Thriller,2007,5,3,0.561806
Moscow Chill,Action,2007,5,3,0.561806
Nancy Drew: Detective,Comedy,1938,3,7,0.150389
Nancy Drew: Detective,Mystery,1938,3,7,0.150389
True Adolescents,Comedy,2009,9,6,0.612806
The Captain Hates the Sea,Comedy,1934,1,9,0.086883
The Little Rascals Save the Day,Comedy,2014,25,5,3.868355
"Love, Cheat & Steal",Thriller,1993,3,5,0.470468
Ticket Out,Thriller,2011,14,5,1.06945
Love Nest,Drama,1951,5,5,1.022568
Love Nest,Comedy,1951,5,5,1.022568
Love Nest,Romance,1951,5,5,1.022568
Jigsaw,Drama,1949,4,4,1.049591
Jigsaw,Mystery,1949,4,4,1.049591
Jigsaw,Thriller,1949,4,4,1.049591
Oliver Twist,Drama,1999,12,6,1.306213
S*P*Y*S,Action,1974,5,5,0.774252
S*P*Y*S,Comedy,1974,5,5,0.774252
Older Than America,Drama,2008,3,4,0.96119
Older Than America,Thriller,2008,3,4,0.96119
Murders in the Rue Morgue,Crime,1971,9,6,0.719385
Murders in the Rue Morgue,Drama,1971,9,6,0.719385
Murders in the Rue Morgue,Horror,1971,9,6,0.719385
Murders in the Rue Morgue,Thriller,1971,9,6,0.719385
The Piano Player,Action,2003,4,3,1.260539
The Piano Player,Drama,2003,4,3,1.260539
The Piano Player,Crime,2003,4,3,1.260539
The Piano Player,Thriller,2003,4,3,1.260539
Miracle in the Rain,Drama,1956,2,8,0.504255
Miracle in the Rain,Romance,1956,2,8,0.504255
The Man Who Came Back,Action,2008,2,6,0.945624
The Man Who Came Back,Drama,2008,2,6,0.945624
The Man Who Came Back,Western,2008,2,6,0.945624
More Than a Miracle,Romance,1967,6,4,0.378546
More Than a Miracle,Comedy,1967,6,4,0.378546
More Than a Miracle,Fantasy,1967,6,4,0.378546
Waterborne,Action,2005,4,5,0.349646
Waterborne,Drama,2005,4,5,0.349646
Waterborne,Thriller,2005,4,5,0.349646
Oblivion,Adventure,1994,8,6,0.502075
Oblivion,Science Fiction,1994,8,6,0.502075
Oblivion,Western,1994,8,6,0.502075
Oblivion,Comedy,1994,8,6,0.502075
Mosquito Squadron,War,1969,3,4,1.433703
Mosquito Squadron,Drama,1969,3,4,1.433703
Night of Dark Shadows,Drama,1971,4,6,0.393231
Night of Dark Shadows,Horror,1971,4,6,0.393231
Night of Dark Shadows,Thriller,1971,4,6,0.393231
Night of Dark Shadows,Mystery,1971,4,6,0.393231
Night of Dark Shadows,Romance,1971,4,6,0.393231
Night of Dark Shadows,Foreign,1971,4,6,0.393231
The Thirst,Horror,2007,7,2,0.250956
Mostly Ghostly,Family,2008,10,4,2.064163
Mostly Ghostly,Fantasy,2008,10,4,2.064163
Mostly Ghostly,Horror,2008,10,4,2.064163
Muscle Beach Party,Comedy,1964,13,6,4.269022
The Old Dark House,Comedy,1963,10,5,0.736818
The Old Dark House,Horror,1963,10,5,0.736818
The Old Dark House,Mystery,1963,10,5,0.736818
Necrosis,Horror,2009,8,3,1.982029
Necrosis,Thriller,2009,8,3,1.982029
Hot Water,Comedy,1924,6,6,0.707239
The Thirteen Assassins,Adventure,1963,8,7,1.161105
The Thirteen Assassins,Action,1963,8,7,1.161105
Nemesis 4: Death Angel,Action,1996,6,4,1.004636
Nemesis 4: Death Angel,Thriller,1996,6,4,1.004636
Nemesis 4: Death Angel,Science Fiction,1996,6,4,1.004636
Nemesis 3: Time Lapse,Action,1996,4,5,0.781245
Nemesis 3: Time Lapse,Thriller,1996,4,5,0.781245
Nemesis 3: Time Lapse,Science Fiction,1996,4,5,0.781245
None But the Brave,Drama,1965,10,5,1.200662
None But the Brave,War,1965,10,5,1.200662
The 7 Adventures of Sinbad,Adventure,2010,12,2,1.599535
The 7 Adventures of Sinbad,Action,2010,12,2,1.599535
My 5 Wives,Comedy,2000,4,3,0.743283
My Brother the Pig,Fantasy,1999,5,3,0.873645
My Brother the Pig,Comedy,1999,5,3,0.873645
My Brother the Pig,Science Fiction,1999,5,3,0.873645
My Brother the Pig,Family,1999,5,3,0.873645
Napoleon,Adventure,1995,15,5,0.863567
Napoleon,Family,1995,15,5,0.863567
Jack Frost,Family,1979,12,6,0.734387
Love Birds,Comedy,2011,13,6,1.386526
Love Birds,Romance,2011,13,6,1.386526
Monster,Action,2008,7,1,0.819755
Monster,Horror,2008,7,1,0.819755
Monster,Science Fiction,2008,7,1,0.819755
The Road Killers,Drama,1994,5,6,1.080956
The Road Killers,Action,1994,5,6,1.080956
The Road Killers,Thriller,1994,5,6,1.080956
The Road Killers,Crime,1994,5,6,1.080956
The Curse of the Mummy's Tomb,Horror,1964,16,5,1.942771
Stick,Adventure,1985,17,5,6.357952
Stick,Action,1985,17,5,6.357952
Stick,Drama,1985,17,5,6.357952
Stick,Crime,1985,17,5,6.357952
Tic Tac,Drama,1997,7,5,0.212894
Tic Tac,Thriller,1997,7,5,0.212894
The 39 Steps,Adventure,1959,7,6,1.451635
The 39 Steps,Drama,1959,7,6,1.451635
The 39 Steps,Action,1959,7,6,1.451635
The 39 Steps,Comedy,1959,7,6,1.451635
The 39 Steps,Thriller,1959,7,6,1.451635
The 39 Steps,Crime,1959,7,6,1.451635
Kandahar,Drama,2010,12,6,1.011029
Kandahar,Action,2010,12,6,1.011029
The Duchess and the Dirtwater Fox,Comedy,1976,12,5,1.36669
The Duchess and the Dirtwater Fox,Western,1976,12,5,1.36669
Skyjacked,Action,1972,16,6,2.70306
Skyjacked,Adventure,1972,16,6,2.70306
Skyjacked,Drama,1972,16,6,2.70306
Skyjacked,Thriller,1972,16,6,2.70306
The Millionairess,Comedy,1960,9,5,3.001543
The Millionairess,Romance,1960,9,5,3.001543
Legacy,Drama,2010,11,5,4.866221
Legacy,Thriller,2010,11,5,4.866221
The New Centurions,Crime,1972,9,6,1.765721
The New Centurions,Drama,1972,9,6,1.765721
The New Centurions,Action,1972,9,6,1.765721
Sands Of Oblivion,TV Movie,2007,10,3,4.084078
Sands Of Oblivion,Action,2007,10,3,4.084078
Sands Of Oblivion,Adventure,2007,10,3,4.084078
Sands Of Oblivion,Fantasy,2007,10,3,4.084078
Tempted,Thriller,2001,4,4,1.004122
Tempted,Mystery,2001,4,4,1.004122
Tempted,Romance,2001,4,4,1.004122
Piranha,Horror,1995,19,4,1.044199
Just 4 Kicks,Family,2003,1,4,0.719194
Intermedio,Horror,2005,4,1,0.737291
Intermedio,Thriller,2005,4,1,0.737291
The Last Flight,Drama,1931,3,5,0.211093
Space Chimps 2: Zartog Strikes Back,Animation,2010,27,4,1.585311
Space Chimps 2: Zartog Strikes Back,Family,2010,27,4,1.585311
Pack Up Your Troubles,Comedy,1932,15,7,1.087814
Pack Up Your Troubles,War,1932,15,7,1.087814
The Tooth Fairy,Horror,2006,13,4,0.740517
"If It's Tuesday, This Must Be Belgium",Romance,1969,6,4,6.315524
"If It's Tuesday, This Must Be Belgium",Comedy,1969,6,4,6.315524
"If It's Tuesday, This Must Be Belgium",Adventure,1969,6,4,6.315524
The Bad Mother's Handbook,Comedy,2007,6,6,0.314837
The Bad Mother's Handbook,Drama,2007,6,6,0.314837
The Bad Mother's Handbook,Family,2007,6,6,0.314837
The Bad Mother's Handbook,Foreign,2007,6,6,0.314837
The Bad Mother's Handbook,Romance,2007,6,6,0.314837
Starlift,Music,1951,2,5,0.529599
Too Young To Kiss,Comedy,1951,1,6,0.355166
Too Young To Kiss,Romance,1951,1,6,0.355166
The Firefly,History,1937,1,7,0.207589
The Firefly,Music,1937,1,7,0.207589
The Firefly,Drama,1937,1,7,0.207589
Naked Violence,Crime,1969,7,6,1.077964
Naked Violence,Drama,1969,7,6,1.077964
The Italian Connection,Crime,1972,18,7,1.935637
The Italian Connection,Drama,1972,18,7,1.935637
Seduction,Drama,1973,2,7,1.80927
Loaded Guns,Comedy,1975,2,4,0.082355
Loaded Guns,Action,1975,2,4,0.082355
Kidnap Syndicate,Crime,1975,1,7,0.134354
Rulers of the City,Action,1976,5,5,0.254612
