title,year,vote_count,vote_average,popularity,genres,soup
Ginger Snaps,2000,211,6,5.603312,"['Drama', 'Horror']",brothersisterrelationship sistersisterrelationship puberti long menstruat highschool comingofag marijuana werewolf gothic metamorphosi bodytransform emilyperkins katharineisabelle krislemche johnfawcett johnfawcett johnfawcett Drama Horror
The Ballad of Little Jo,1993,5,5,1.049852,"['Romance', 'Drama', 'Western']",gun mine tragic death womandirector suzyamis bohopkins ianmckellen maggiegreenwald maggiegreenwald maggiegreenwald Romance Drama Western
The Shakiest Gun in the West,1968,20,6,1.053244,"['Comedy', 'Family', 'Western']",hors nativeamerican stagecoach cowgirl donknotts barbararhoades jackiecoogan alanrafkin alanrafkin alanrafkin Comedy Family Western
It's Pat,1994,16,3,2.022118,['Comedy'],androgyni juliasweeney davefoley charlesrocket adambernstein adambernstein adambernstein Comedy
Sunday in the Country,1974,2,7,0.003013,"['Drama', 'Crime', 'Thriller']",vigilant tortur canuxploit ernestborgnine michaelj.pollard hollismclaren johntrent johntrent johntrent Drama Crime Thriller
The Gun in Betty Lou's Handbag,1992,7,4,1.386549,"['Comedy', 'Thriller', 'Mystery']",murder librarian penelopeannmiller ericthal alfrewoodard allanmoyle allanmoyle allanmoyle Comedy Thriller Mystery
Sudden Fear,1952,20,7,1.184996,"['Drama', 'Thriller']",conman writer broadway filmnoir joancrawford jackpalance gloriagrahame davidmiller davidmiller davidmiller Drama Thriller
Regarding Henry,1991,152,6,6.972737,['Drama'],amnesia childhoodmemori firearm harrisonford annettebening billnunn mikenichols mikenichols mikenichols Drama
Contamination,1980,20,5,1.06063,"['Adventure', 'Science Fiction', 'Horror', 'Romance']",mar egg alien independentfilm gore blood creatur policedetect videonasti alienattack ianmcculloch louisemarleau marinomasé luigicozzi luigicozzi luigicozzi Adventure Science Fiction Horror Romance
The Hospital,1971,24,6,2.523584,"['Mystery', 'Comedy', 'Drama']",hospit georgec.scott dianarigg richarddysart arthurhiller arthurhiller arthurhiller Mystery Comedy Drama
Leap of Faith,1992,49,5,5.25527,"['Comedy', 'Drama', 'Romance']",cheat smalltown supernaturalpow preacher stevemartin debrawinger lolitadavidovich richardpearce richardpearce richardpearce Comedy Drama Romance
Gas Food Lodging,1992,12,5,1.072438,"['Drama', 'Romance']",waitress sistersisterrelationship newmexico motherdaughterrelationship diner singlemoth teenagedaught unwantedpregn womandirector brookeadams ioneskye fairuzabalk allisonanders allisonanders allisonanders Drama Romance
In Cold Blood,1967,83,7,8.592792,"['Crime', 'Drama']",murder truecrim farmer robertblake scottwilson johnforsythe richardbrooks richardbrooks richardbrooks Crime Drama
Yankee Doodle Dandy,1942,57,7,3.658274,"['Drama', 'Music']",dancer song comeback biographi singer vaudevill actor jamescagney joanleslie walterhuston michaelcurtiz michaelcurtiz michaelcurtiz Drama Music
Ninja Scroll,1993,126,7,7.634365,"['Action', 'Animation', 'Fantasy']",japan sexualabus bondag horror rescu ninja tragedi cruelti violenc demon kouichiyamadera emishinohara takeshiaono yoshiakikawajiri yoshiakikawajiri yoshiakikawajiri Action Animation Fantasy
Knife in the Water,1962,73,7,9.474616,['Drama'],sailingtrip knife leonniemczyk jolantaumecka zygmuntmalanowicz romanpolanski romanpolanski romanpolanski Drama
Out of Time,2003,305,6,10.738888,"['Thriller', 'Crime', 'Drama']",miami florida doublemurd divorc denzelwashington evamendes sanaalathan carlfranklin carlfranklin carlfranklin Thriller Crime Drama
School of Rock,2003,1454,6,17.95142,"['Comedy', 'Music']",rockandrol rock highschool musicband jackblack joancusack mikewhite richardlinklater richardlinklater richardlinklater Comedy Music
Concert for George,2002,11,8,1.416876,['Music'],rockandrol fabfour concert ericclapton jefflynne ravishankar davidleland davidleland davidleland Music
The Station Agent,2003,213,7,5.85469,"['Drama', 'Comedy']",trainstat newjersey smallperson friendship newfoundland peterdinklage patriciaclarkson bobbycannavale tommccarthy tommccarthy tommccarthy Drama Comedy
Wonderland,2003,73,6,8.062123,"['Crime', 'Drama', 'Mystery', 'Thriller']",robberi junki investig pornostar murder losangel violenc drug valkilmer dylanmcdermott katebosworth jamescox jamescox jamescox Crime Drama Mystery Thriller
Bus 174,2002,30,7,1.512013,"['Documentary', 'Foreign']",slum riodejaneiro teacher yvonnebezerrademello sandrodonascimento rodrigopimentel josépadilha josépadilha josépadilha Documentary Foreign
Mystic River,2003,1473,7,12.602438,"['Thriller', 'Crime', 'Drama', 'Mystery']",childabus sexualabus lossofchild repay suppressedpast arbitrarylaw boston workers'quart child seanpenn timrobbins kevinbacon clinteastwood clinteastwood clinteastwood Thriller Crime Drama Mystery
House of the Dead,2003,106,2,5.701278,"['Horror', 'Action', 'Thriller']",island rave weapon student basedonvideogam jonathancherry tyronleitso clinthoward uweboll uweboll uweboll Horror Action Thriller
Intolerable Cruelty,2003,400,5,13.469862,"['Crime', 'Comedy', 'Romance']",california assassin infidel fetish hitman tycoon court satir lawyer inherit divorc georgeclooney catherinezeta-jones edwardherrmann joelcoen joelcoen joelcoen Crime Comedy Romance
Kill Bill: Vol. 1,2003,5091,7,25.261865,"['Action', 'Crime']",japan coma martialart kungfu underworld yakuza sword bride reveng gore blood wed samuraisword partanim umathurman lucyliu vivicaa.fox quentintarantino quentintarantino quentintarantino Action Crime
Dopamine,2003,5,5,0.401575,"['Comedy', 'Romance']",independentfilm johnlivingston sabrinalloyd brunocampos markdecena markdecena markdecena Comedy Romance
Girls Will Be Girls,2003,9,5,0.450419,['Comedy'],gay dragqueen parodi independentfilm hollywood jackplotnick clintonleupp jefferyroberson richardday richardday richardday Comedy
Runaway Jury,2003,354,6,8.810961,"['Drama', 'Thriller']",courtcas gunrampag firearm juri suspens personrunningamok lobbyist johncusack genehackman dustinhoffman garyfleder garyfleder garyfleder Drama Thriller
The Texas Chainsaw Massacre,2003,670,6,7.810068,['Horror'],trauma psychopath stalker friend murder gore blood hitchhik chainsaw tortur violenc cannib killer famili jessicabiel jonathantucker ericaleerhsen marcusnispel marcusnispel marcusnispel Horror
Pieces of April,2003,64,6,4.19275,"['Comedy', 'Drama']",sex thanksgiv roadtrip love independentfilm neighbor marijuana famili ill katieholmes derekluke patriciaclarkson peterhedges peterhedges peterhedges Comedy Drama
Sylvia,2003,34,5,11.37237,"['Drama', 'Romance']",beach infidel boat write biographi poet love snow drink womandirector gwynethpaltrow danielcraig jaredharris christinejeffs christinejeffs christinejeffs Drama Romance
Veronica Guerin,2003,61,6,9.548519,"['Drama', 'Crime', 'Thriller']",journal polic drugscen murder druglord cateblanchett gerardmcsorley ciaránhinds joelschumacher joelschumacher joelschumacher Drama Crime Thriller
In the Cut,2003,93,4,5.799628,"['Mystery', 'Thriller']",erotic suspens womandirector megryan markruffalo jenniferjasonleigh janecampion janecampion janecampion Mystery Thriller
Radio,2003,146,6,5.81647,['Drama'],biographi friendship sport cubagoodingjr. edharris alfrewoodard miketollin miketollin miketollin Drama
Scary Movie 3,2003,948,5,11.142209,['Comedy'],horrorspoof pamelaanderson jennymccarthy marnyeng davidzucker davidzucker davidzucker Comedy
Brother Bear,2003,1410,6,12.300905,"['Adventure', 'Animation', 'Family']",brotherbrotherrelationship grizzlybear inuit transform friendship siblingrivalri unlikelyfriendship aftercreditssting duringcreditssting animallead joaquinphoenix jeremysuarez jasonraize aaronblaise aaronblaise aaronblaise Adventure Animation Family
Elephant,2003,410,7,6.447312,"['Drama', 'Crime']",videogam gun classroom massmurd girlfriend columbin student alexfrost ericdeulen johnrobinson gusvansant gusvansant gusvansant Drama Crime
The Singing Detective,2003,41,5,12.650143,"['Comedy', 'Music', 'Mystery', 'Crime']",robertdowneyjr. robinwright melgibson keithgordon keithgordon keithgordon Comedy Music Mystery Crime
The Italian Job,1969,202,7,9.371815,"['Action', 'Crime', 'Comedy', 'Thriller']",prison england robberi bus gold prison trafficjam masterthief thief caper mafia ambiguousend carchas sewer minicoop michaelcaine noëlcoward bennyhill petercollinson petercollinson petercollinson Action Crime Comedy Thriller
Shoah,1985,36,8,1.978031,['Documentary'],simonsrebnik michaelpodchlebnik motkezaidl claudelanzmann claudelanzmann claudelanzmann Documentary
Sweet Sixteen,2002,48,6,12.130265,"['Crime', 'Drama']",glasgow brothersisterrelationship puberti drugdeal heroin singl murder teacher singlefath martincompston annmariefulton williamruane kenloach kenloach kenloach Crime Drama
Interstate 60,2002,136,7,7.335241,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery']",fantasi motel highway roadtrip surreal lawyer dreamgirl judgment convert parallelworld courtroom jamesmarsden garyoldman amysmart bobgale bobgale bobgale Adventure Comedy Drama Fantasy Mystery
That was Then... This is Now,1985,9,5,0.619283,['Drama'],juveniledelinqu emilioestevez craigsheffer larryb.scott christophercain christophercain christophercain Drama
The Eye,2002,108,6,4.827322,['Horror'],transplant blindnessandimpairedvis eyeoper lossofeyesight violinist remak blindgirl angelicalee lawrencechou chutcharujinanon dannypang dannypang dannypang Horror
Aparajito,1956,44,7,2.80051,['Drama'],basedonnovel lossofmoth lossoffath varanasi lossofhusband scholarship india kanubannerjee karunabannerjee smaranghosal satyajitray satyajitray satyajitray Drama
Le Cercle Rouge,1970,116,7,6.616907,"['Drama', 'Thriller', 'Crime']",pari prison corrupt pimp nuditi polic thief heist escap gang murder crime custodi jewel aristocrat alaindelon bourvil gianmariavolonté jean-pierremelville jean-pierremelville jean-pierremelville Drama Thriller Crime
The Human Stain,2003,124,6,8.408429,"['Drama', 'Thriller', 'Romance']",blackpeopl professorforliteratur anthonyhopkins nicolekidman edharris robertbenton robertbenton robertbenton Drama Thriller Romance
Girlhood,2003,5,7,0.190009,['Documentary'],womandirector lizgarbus lizgarbus lizgarbus Documentary
Shattered Glass,2003,114,6,6.0872,"['Drama', 'History']",haydenchristensen petersarsgaard chloësevigny billyray billyray billyray Drama History
The Matrix Revolutions,2003,3155,6,15.368205,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",savingtheworld artificialintellig manvsmachin fli philosophi fortunetel kungfu undergroundworld killerrobot templ subway dream sun hero fight sunlight computervirus key futur precognit supercomput machinetown dyinganddeath virtualr dystopia comput faith worldreligion truth rescu mission cyberpunk womandirector gnostic keanureeves laurencefishburne carrie-annemoss lillywachowski lillywachowski lillywachowski Adventure Action Thriller Science Fiction
The Revolution Will Not Be Televised,2003,15,7,1.845605,['Documentary'],venezuela politicalinst coupd'etat presid womandirector hugochávez kimbartley kimbartley kimbartley Documentary
Elf,2003,1007,6,8.754132,"['Comedy', 'Family', 'Fantasy']",holiday elv santaclaus lookingforbirthpar romanc northpol christma willferrell jamescaan zooeydeschanel jonfavreau jonfavreau jonfavreau Comedy Family Fantasy
In My Skin,2002,36,6,2.686234,"['Drama', 'Horror']",women'ssexualident careerwoman vernissag wound illnessandinjuri knife self-inflictedinjuri insan gore womandirector newfrenchextrem marinadevan laurentlucas léadrucker marinadevan marinadevan marinadevan Drama Horror
Love Actually,2003,1917,7,10.586815,"['Comedy', 'Romance', 'Drama']",londonengland malenud femalenud loveatfirstsight usapresid marseill offic christmasparti marriagepropos barsandrestaur pressconfer languagebarri primeminist rockstar tvshow metaldetector waronterror schoolperform multiplestorylin keiraknightley heikemakatsch emmathompson richardcurtis richardcurtis richardcurtis Comedy Romance Drama
Father of the Bride,1991,355,6,5.490622,"['Comedy', 'Romance']",son-in-law father-in-law fool daughter wed stevemartin dianekeaton kimberlywilliams-paisley charlesshyer charlesshyer charlesshyer Comedy Romance
My Architect,2003,8,7,0.466477,['Documentary'],nathanielkahn nathanielkahn nathanielkahn Documentary
Master and Commander: The Far Side of the World,2003,808,6,8.693298,['Adventure'],naturalist seabattl russellcrowe paulbettany jamesd'arcy peterweir peterweir peterweir Adventure
The Missing,2003,162,6,8.975439,"['Thriller', 'Western', 'Adventure']",mexico basedonnovel newmexico apach baby-snatch daughter frontier crimin 19thcenturi tommyleejones cateblanchett evanrachelwood ronhoward ronhoward ronhoward Thriller Western Adventure
The Cat in the Hat,2003,380,4,13.706053,"['Comedy', 'Fantasy', 'Family']",cat brothersisterrelationship boredom chao stepfath basedonchildren'sbook mikemyers dakotafanning spencerbreslin bowelch bowelch bowelch Comedy Fantasy Family
Gothika,2003,643,5,10.939066,"['Horror', 'Thriller']",amnesia mentalinstitut patient trust falseaccus medic gothic mentalil halleberry robertdowneyjr. charless.dutton mathieukassovitz mathieukassovitz mathieukassovitz Horror Thriller
21 Grams,2003,943,7,6.372278,"['Drama', 'Crime', 'Thriller']",lifeanddeath transplant suicideattempt desper lossoffamili ex-detaine sad rageandh carcrash seanpenn naomiwatts beniciodeltoro alejandrogonzáleziñárritu alejandrogonzáleziñárritu alejandrogonzáleziñárritu Drama Crime Thriller
The Barbarian Invasions,2003,80,6,4.125182,"['Comedy', 'Crime', 'Drama']",fathersonrelationship social yuppi professor dyinganddeath cancer money univers ill die familyconflict friend rémygirard stéphanerousseau marie-joséecroze denysarcand denysarcand denysarcand Comedy Crime Drama
Bad Santa,2003,666,6,10.930143,"['Drama', 'Comedy', 'Crime']",holiday elv christmasparti departmentstor safe drink littlepeopl christmasev christma billybobthornton tonycox brettkelly terryzwigoff terryzwigoff terryzwigoff Drama Comedy Crime
The Haunted Mansion,2003,481,5,11.605735,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",secretpassag magic estateag hauntedhous familyvac ghost aftercreditssting eddiemurphy terencestamp nathanielparker robminkoff robminkoff robminkoff Thriller Fantasy Comedy Family Mystery
Timeline,2003,324,5,6.982762,"['Action', 'Adventure', 'Science Fiction']",professor timetravel quantummechan excav knight medievaltim paulwalker franceso'connor gerardbutler richarddonner richarddonner richarddonner Action Adventure Science Fiction
Damage,1992,76,6,6.384589,"['Drama', 'Romance']",fathersonrelationship lossofbroth brothersisterrelationship long politician inflagranti extramaritalaffair jeremyirons juliettebinoche mirandarichardson louismalle louismalle louismalle Drama Romance
Devil's Playground,2002,14,6,1.078421,['Documentary'],amish womandirector veldabontrager markbontrager dewaynechupp lucywalker lucywalker lucywalker Documentary
Dance with a Stranger,1985,13,5,2.050411,"['Crime', 'Drama']",londonengland nightclub basedontruestori murder romanc capitalpunish crime singlemoth truecrim olderwomanyoungermanrelationship shot 1950s mirandarichardson ruperteverett ianholm mikenewell mikenewell mikenewell Crime Drama
Darkman,1990,304,6,8.899418,"['Action', 'Science Fiction', 'Crime']",corrupt experi burn mask gangsterboss losangel mad outsid disfigur conflagr darkman liamneeson francesmcdormand colinfriels samraimi samraimi samraimi Action Science Fiction Crime
Desk Set,1957,28,6,2.007373,"['Comedy', 'Romance']",offic comput spencertracy katharinehepburn gigyoung walterlang walterlang walterlang Comedy Romance
Europa,1991,71,7,3.16238,"['Thriller', 'Drama']",trainstat inlovewithenemi worldwarii hypnosi postwarperiod alli employe travel jean-marcbarr barbarasukowa udokier larsvontrier larsvontrier larsvontrier Thriller Drama
The Freshman,1990,69,6,4.470254,"['Comedy', 'Crime']",affect spoof dinner godfath vermont cornfield extinct marlonbrando matthewbroderick brunokirby andrewbergman andrewbergman andrewbergman Comedy Crime
Funny Games,1997,385,7,9.314129,"['Drama', 'Horror', 'Thriller']",sadism hostage-tak serialkil ulrichmühe susannelothar arnofrisch michaelhaneke michaelhaneke michaelhaneke Drama Horror Thriller
New Jack City,1991,134,6,12.979446,"['Thriller', 'Crime', 'Drama']",drugdeal undercoverag ganglead crack cop wesleysnipes ice-t allenpayne mariovanpeebles mariovanpeebles mariovanpeebles Thriller Crime Drama
Slacker,1990,79,6,4.520146,['Comedy'],moon philosophi burglar texa dream atomicbomb tent anarchist telescop ufo independentfilm cigarettesmok africanamerican writer cafe sunglass austintexa hitandrun dallastexa twentysometh moonwalk anarchiccomedi richardlinklater markjames jerrydelony richardlinklater richardlinklater richardlinklater Comedy
WarGames,1983,517,7,8.321647,"['Thriller', 'Science Fiction']",videogam artificialintellig fbi coldwar hacker prosecut govern comput nuclearthreat matthewbroderick dabneycoleman allysheedy johnbadham johnbadham johnbadham Thriller Science Fiction
Ordet,1955,66,7,3.132172,['Drama'],faith independentfilm religion pregnantwif birgittefederspiel henrikmalberg emilhasschristensen carltheodordreyer carltheodordreyer carltheodordreyer Drama
Forbidden Games,1952,68,7,3.936747,"['Drama', 'History']",franc worldwarii exodus fosterpar funer postwarperiod deadanim death cross frenchcountrysid abandon brigittefossey georgespoujouly amédée renéclément renéclément renéclément Drama History
Jane Eyre,1943,29,6,2.188029,"['Drama', 'Romance']",lovetriangl orsonwelles joanfontaine margareto'brien robertstevenson robertstevenson robertstevenson Drama Romance
The Passion of Joan of Arc,1928,159,8,8.903953,"['Drama', 'History']",judg womanmartyr heresi courtcas suffer sentenc torturechamb religion trial mentalil dove silentfilm catholic joanofarc forgeri masterpiec judiciari mariafalconetti eugenesilvain andréberley carltheodordreyer carltheodordreyer carltheodordreyer Drama History
Ben-Hur: A Tale of the Christ,1925,20,7,2.301098,"['Adventure', 'Drama']",chariotrac reveng silentfilm seabattl spectacl galleyslav ramonnovarro francisx.bushman maymcavoy charlesbrabin charlesbrabin charlesbrabin Adventure Drama
The Cabinet of Dr. Caligari,1920,279,7,7.191271,"['Drama', 'Horror', 'Thriller', 'Crime']",insaneasylum silentfilm unreliablenarr expression madman enigma germanexpression wernerkrauss conradveidt friedrichfehér robertwiene robertwiene robertwiene Drama Horror Thriller Crime
Gorky Park,1983,62,6,4.598954,"['Thriller', 'Crime', 'Drama']",coldwar kgb municipalpark politician suspens williamhurt leemarvin briandennehy michaelapted michaelapted michaelapted Thriller Crime Drama
The First Great Train Robbery,1979,74,6,5.393807,"['Thriller', 'Adventure', 'Drama', 'Crime']",goldtheft pianoplay eyepatch openingactionscen unwantedkiss seanconnery donaldsutherland lesley-annedown michaelcrichton michaelcrichton michaelcrichton Thriller Adventure Drama Crime
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,111,6,4.627865,"['Adventure', 'Drama', 'Action', 'Romance']",england babi civil shipwreck tarzan strand monkey christopherlambert andiemacdowell ralphrichardson hughhudson hughhudson hughhudson Adventure Drama Action Romance
Guarding Tess,1994,86,5,8.847461,"['Comedy', 'Drama', 'Thriller']",bodyguard nationalsecurityagency(nsa) celebr securityguard nicolascage shirleymaclaine austinpendleton hughwilson hughwilson hughwilson Comedy Drama Thriller
Hannah and Her Sisters,1986,224,7,9.57874,"['Comedy', 'Drama']",write opera thanksgiv hypochondriac televisionproduc architectur sing newyorkc relationship art fearofdi woodyallen michaelcaine miafarrow woodyallen woodyallen woodyallen Comedy Drama
Hercules in New York,1969,63,3,3.97439,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",newyork hercul arnoldschwarzenegger deborahloomis tainaelg arthurallanseidelman arthurallanseidelman arthurallanseidelman Action Adventure Comedy Fantasy Science Fiction
Highlander II: The Quickening,1991,213,4,8.032638,"['Action', 'Fantasy', 'Science Fiction']",newyork scotland immort christopherlambert seanconnery virginiamadsen russellmulcahy russellmulcahy russellmulcahy Action Fantasy Science Fiction
Hoffa,1992,84,6,5.027522,"['Crime', 'History']",policyandorganis power tradeunion gangster jacknicholson dannydevito armandassante dannydevito dannydevito dannydevito Crime History
Housesitter,1992,111,5,4.569249,"['Comedy', 'Romance']",lie architect falseident famili stevemartin goldiehawn danadelany frankoz frankoz frankoz Comedy Romance
Hudson Hawk,1991,275,5,9.782014,"['Action', 'Adventure', 'Comedy']",vatican leonardodavinci paint masterthief brucewillis dannyaiello andiemacdowell michaellehmann michaellehmann michaellehmann Action Adventure Comedy
Invasion of the Body Snatchers,1978,231,7,5.219641,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",taxi sanfrancisco 1970s psychoanalysi remak alien alieninvas alieninfect epidem doppelgang emotionless donaldsutherland brookeadams leonardnimoy philipkaufman philipkaufman philipkaufman Horror Mystery Science Fiction Thriller
Mindwalk,1990,13,6,0.1223,['Drama'],independentfilm livullmann samwaterston johnheard berntamadeuscapra berntamadeuscapra berntamadeuscapra Drama
Kafka,1991,28,6,7.693274,"['Comedy', 'Drama', 'Mystery']",secret worker writer co-work jeremyirons theresarussell arminmueller-stahl stevensoderbergh stevensoderbergh stevensoderbergh Comedy Drama Mystery
Kindergarten Cop,1990,643,5,3.67003,['Comedy'],crimefight cook drugdeal dyinganddeath kindergarten kiss polic teacher arnoldschwarzenegger penelopeannmiller pamelareed ivanreitman ivanreitman ivanreitman Comedy
King Ralph,1991,88,5,5.169223,"['Comedy', 'Family']",loveatfirstsight loveofone'slif kingdom lover royalfamili kiss fishoutofwat king johngoodman petero'toole johnhurt davids.ward davids.ward davids.ward Comedy Family
The Last Boy Scout,1991,502,6,10.550259,"['Action', 'Thriller']",bomb corrupt assassin sniper antihero cocain senat stripclub cynic puppet swimmingpool dysfunctionalmarriag losangel policedetect alcohol privatedetect briberi frameup exoticdanc childkidnap brucewillis damonwayans chelseafield tonyscott tonyscott tonyscott Action Thriller
Last Tango in Paris,1972,240,7,12.74564,"['Drama', 'Romance']",pari sex nuditi businessman love tragedi relationship american woman apart extramaritalaffair marlonbrando mariaschneider jean-pierreléaud bernardobertolucci bernardobertolucci bernardobertolucci Drama Romance
Lorenzo's Oil,1992,108,6,9.968395,['Drama'],parentchildrelationship medicin lossofchild dyinganddeath susansarandon nicknolte peterustinov georgemiller georgemiller georgemiller Drama
The Lover,1992,100,6,7.281965,"['Drama', 'Romance']",malenud femalenud prostitut sex basedonnovel agediffer lolita virgin narrat nuditi arrangedmarriag vietnam underwear forbiddenlov one-sidedlov lover indochina love interracialrelationship familyrelationship domesticabus sexualattract lossofvirgin statutoryrap oldermanyoungerwomanrelationship lust kiss desir cultfilm faceslap sexualawaken teenagesex 1920s janemarch tonyleungka-fai frédériquemeininger jean-jacquesannaud jean-jacquesannaud jean-jacquesannaud Drama Romance
Matador,1986,43,6,3.518094,"['Drama', 'Thriller']",angel rape bullfight drown religiouseduc necrophilia sadomasoch matador bullfight assumptaserna antoniobanderas nachomartínez pedroalmodóvar pedroalmodóvar pedroalmodóvar Drama Thriller
Mr. Destiny,1990,60,6,4.414928,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",wish jimbelushi michaelcaine lindahamilton jamesorr jamesorr jamesorr Fantasy Comedy Science Fiction Romance
The Night of the Hunter,1955,335,7,7.892337,"['Thriller', 'Crime']",prison window fanat count murder children money theft doll classicnoir filmnoir robertmitchum shelleywinters billychapin charleslaughton charleslaughton charleslaughton Thriller Crime
Over the Top,1987,331,5,8.431956,"['Action', 'Drama']",sport badfather-in-law sylvesterstallone robertloggia rickzumwalt menahemgolan menahemgolan menahemgolan Action Drama
Passenger 57,1992,264,5,18.451321,"['Action', 'Adventure', 'Thriller']",airport florida fbi hijack ex-cop losangel fbiag wesleysnipes brucepayne tomsizemore kevinhooks kevinhooks kevinhooks Action Adventure Thriller
Presumed Innocent,1990,155,6,7.025657,"['Drama', 'Thriller', 'Crime', 'Mystery']",lossoflov lover(female) investig lawyer courtroom harrisonford briandennehy raúljuliá alanj.pakula alanj.pakula alanj.pakula Drama Thriller Crime Mystery
Proof,1991,24,6,2.616309,['Drama'],photograph independentfilm blind womandirector hugoweaving russellcrowe genevièvepicot jocelynmoorhouse jocelynmoorhouse jocelynmoorhouse Drama
Battle Royale,2000,992,7,12.701098,"['Drama', 'Thriller', 'Adventure']",island televis survivor soldier battl death gameofdeath takeshikitano tsuyakokinoshita eriishikawa kinjifukasaku kinjifukasaku kinjifukasaku Drama Thriller Adventure
The Wedding Banquet,1993,42,6,2.709403,"['Comedy', 'Drama', 'Romance']",gay newyork fathersonrelationship wifehusbandrelationship comingout weddingnight homosexu independentfilm wed famili kueiya-lei sihunglung maychin anglee anglee anglee Comedy Drama Romance
"Salò, or the 120 Days of Sodom",1975,332,6,7.705479,"['History', 'War', 'Drama', 'Horror']",itali rape fascism nuditi bishop fascist sadism tortur sexualtortur scat catholic paolobonacelli giorgiocataldi umbertopaoloquintavalle pierpaolopasolini pierpaolopasolini pierpaolopasolini History War Drama Horror
A Midnight Clear,1992,29,6,7.210452,"['Drama', 'History']",germani worldwarii christma peterberg kevindillon aryegross keithgordon keithgordon keithgordon Drama History
Summer School,1987,68,6,4.912295,['Comedy'],highschool misfit teacher school teenmovi summer teenag teach summerschool markharmon kirstiealley courtneythorne-smith carlreiner carlreiner carlreiner Comedy
Silverado,1985,147,7,8.748084,"['Action', 'Crime', 'Drama', 'Western']",sheriff fight hors malefriendship twogunsbelt kevinkline scottglenn kevincostner lawrencekasdan lawrencekasdan lawrencekasdan Action Crime Drama Western
Quick Change,1990,75,6,4.122959,"['Comedy', 'Crime']",newyorkc bankrobberi joust getaway crimegoneawri hostagenegoti clownmakeup billmurray geenadavis randyquaid billmurray billmurray billmurray Comedy Crime
Rabid,1977,90,6,11.284126,['Horror'],nuditi vampir montreal motorcyclecrash murder motorcycl surgeri rabi bodyhorror canuxploit accid marilynchambers frankmoore joesilver davidcronenberg davidcronenberg davidcronenberg Horror
Show Me Love,1998,134,7,10.58342,"['Comedy', 'Romance', 'Drama']",sweden smalltown forbiddenlov toilet lesbianrelationship lesbian teenmovi teenagelov lgbt lgbtteen schoollif alexandradahlström rebeckaliljeberg mathiasrust lukasmoodysson lukasmoodysson lukasmoodysson Comedy Romance Drama
Teen Wolf,1985,292,6,10.940057,"['Comedy', 'Fantasy', 'Romance']",trainer train supernaturalpow highschool werewolf teenag michaelj.fox jameshampton susanursitti roddaniel roddaniel roddaniel Comedy Fantasy Romance
Things You Can Tell Just by Looking at Her,1999,14,6,4.166882,"['Drama', 'Romance']",depress sad nuditi loneli lesbian date teenag pregnanc relationship ill glennclose calistaflockhart hollyhunter rodrigogarcía rodrigogarcía rodrigogarcía Drama Romance
To Live and Die in L.A.,1985,129,6,6.186999,"['Action', 'Crime', 'Thriller']",hold-uprobberi cop counterfeit losangel secretservic williampetersen willemdafoe johnpankow williamfriedkin williamfriedkin williamfriedkin Action Crime Thriller
Betty Blue,1986,88,7,6.493744,"['Drama', 'Romance']",self-destruct mentalbreakdown kiss self-inflictedinjuri borderlinepersonalitydisord femmefatal jean-huguesanglade béatricedalle gérarddarmon jean-jacquesbeineix jean-jacquesbeineix jean-jacquesbeineix Drama Romance
Vivre Sa Vie,1962,105,7,11.30591,['Drama'],pari philosophi prostitut pimp femaleprotagonist prostitut freewil pinballmachin ruleoflaw annakarina sadyrebbot andrés.labarthe jean-lucgodard jean-lucgodard jean-lucgodard Drama
Wild at Heart,1990,341,7,8.528622,"['Comedy', 'Crime', 'Thriller']",prison sex witch hotelroom texa lossoffath carjourney neworlean hitman fairi murder carcrash escap motherdaughterrelationship pistol violenc killer bankrobberi car hoodlum nicolascage lauradern willemdafoe davidlynch davidlynch davidlynch Comedy Crime Thriller
The Witches,1990,224,6,8.208991,"['Adventure', 'Fantasy', 'Horror']",witch chocol mous grandmothergrandsonrelationship bald anjelicahuston maizetterling jasenfisher nicolasroeg nicolasroeg nicolasroeg Adventure Fantasy Horror
The Witches of Eastwick,1987,334,6,13.031671,"['Fantasy', 'Horror', 'Comedy']",witch newengland jacknicholson cher susansarandon georgemiller georgemiller georgemiller Fantasy Horror Comedy
Nothing to Lose,1997,174,6,6.287242,"['Action', 'Adventure', 'Comedy']",rapmus infidel securitycamera loss crook sociopath reveng artifact fword racism crimin ontheroad desert securityguard shoplift screwbal recklessdriv roadmovi buddycomedi unlikelyfriendship advertisingexecut aftercreditssting timrobbins martinlawrence johnc.mcginley steveoedekerk steveoedekerk steveoedekerk Action Adventure Comedy
Follow the Fleet,1936,10,7,6.363505,"['Comedy', 'Music', 'Romance']",danc navi music sailor fredastaire gingerrogers randolphscott marksandrich marksandrich marksandrich Comedy Music Romance
